delta,real_s12,img_s12,s22
4.940000e+000,4.837711e-002,-9.792938e-003,2.448235e-003
4.950000e+000,4.828797e-002,-9.755146e-003,2.438786e-003
4.960000e+000,4.819914e-002,-9.717569e-003,2.429392e-003
4.970000e+000,4.811062e-002,-9.680205e-003,2.420051e-003
4.980000e+000,4.802240e-002,-9.643053e-003,2.410763e-003
4.990000e+000,4.793449e-002,-9.606111e-003,2.401528e-003
5.000000e+000,4.784689e-002,-9.569378e-003,2.392344e-003
5.010000e+000,4.775959e-002,-9.532852e-003,2.383213e-003
5.020000e+000,4.767259e-002,-9.496532e-003,2.374133e-003
5.030000e+000,4.758589e-002,-9.460416e-003,2.365104e-003
5.040000e+000,4.749949e-002,-9.424502e-003,2.356126e-003
5.050000e+000,4.741339e-002,-9.388790e-003,2.347197e-003
5.060000e+000,4.732758e-002,-9.353277e-003,2.338319e-003
5.070000e+000,4.724207e-002,-9.317962e-003,2.329491e-003
5.080000e+000,4.715685e-002,-9.282845e-003,2.320711e-003
5.090000e+000,4.707192e-002,-9.247922e-003,2.311980e-003
5.100000e+000,4.698729e-002,-9.213193e-003,2.303298e-003
5.110000e+000,4.690294e-002,-9.178657e-003,2.294664e-003
5.120000e+000,4.681888e-002,-9.144312e-003,2.286078e-003
5.130000e+000,4.673510e-002,-9.110156e-003,2.277539e-003
5.140000e+000,4.665161e-002,-9.076189e-003,2.269047e-003
5.150000e+000,4.656841e-002,-9.042409e-003,2.260602e-003
5.160000e+000,4.648548e-002,-9.008814e-003,2.252204e-003
5.170000e+000,4.640284e-002,-8.975404e-003,2.243851e-003
5.180000e+000,4.632047e-002,-8.942176e-003,2.235544e-003
5.190000e+000,4.623839e-002,-8.909130e-003,2.227283e-003
5.200000e+000,4.615658e-002,-8.876265e-003,2.219066e-003
5.210000e+000,4.607504e-002,-8.843578e-003,2.210894e-003
5.220000e+000,4.599378e-002,-8.811070e-003,2.202767e-003
5.230000e+000,4.591280e-002,-8.778737e-003,2.194684e-003
5.240000e+000,4.583208e-002,-8.746580e-003,2.186645e-003
5.250000e+000,4.575163e-002,-8.714597e-003,2.178649e-003
5.260000e+000,4.567146e-002,-8.682787e-003,2.170697e-003
5.270000e+000,4.559155e-002,-8.651148e-003,2.162787e-003
5.280000e+000,4.551191e-002,-8.619679e-003,2.154920e-003
5.290000e+000,4.543253e-002,-8.588380e-003,2.147095e-003
5.300000e+000,4.535341e-002,-8.557248e-003,2.139312e-003
5.310000e+000,4.527456e-002,-8.526283e-003,2.131571e-003
5.320000e+000,4.519597e-002,-8.495484e-003,2.123871e-003
5.330000e+000,4.511764e-002,-8.464849e-003,2.116212e-003
5.340000e+000,4.503957e-002,-8.434377e-003,2.108594e-003
5.350000e+000,4.496176e-002,-8.404068e-003,2.101017e-003
5.360000e+000,4.488421e-002,-8.373919e-003,2.093480e-003
5.370000e+000,4.480690e-002,-8.343930e-003,2.085983e-003
5.380000e+000,4.472986e-002,-8.314100e-003,2.078525e-003
5.390000e+000,4.465306e-002,-8.284428e-003,2.071107e-003
5.400000e+000,4.457652e-002,-8.254912e-003,2.063728e-003
5.410000e+000,4.450023e-002,-8.225551e-003,2.056388e-003
5.420000e+000,4.442419e-002,-8.196345e-003,2.049086e-003
5.430000e+000,4.434840e-002,-8.167292e-003,2.041823e-003
5.440000e+000,4.427285e-002,-8.138392e-003,2.034598e-003
5.450000e+000,4.419755e-002,-8.109642e-003,2.027411e-003
5.460000e+000,4.412250e-002,-8.081043e-003,2.020261e-003
5.470000e+000,4.404768e-002,-8.052593e-003,2.013148e-003
5.480000e+000,4.397312e-002,-8.024291e-003,2.006073e-003
5.490000e+000,4.389879e-002,-7.996136e-003,1.999034e-003
5.500000e+000,4.382470e-002,-7.968127e-003,1.992032e-003
5.510000e+000,4.375085e-002,-7.940264e-003,1.985066e-003
5.520000e+000,4.367724e-002,-7.912544e-003,1.978136e-003
5.530000e+000,4.360387e-002,-7.884968e-003,1.971242e-003
5.540000e+000,4.353074e-002,-7.857533e-003,1.964383e-003
5.550000e+000,4.345783e-002,-7.830240e-003,1.957560e-003
5.560000e+000,4.338517e-002,-7.803088e-003,1.950772e-003
5.570000e+000,4.331273e-002,-7.776074e-003,1.944019e-003
5.580000e+000,4.324053e-002,-7.749199e-003,1.937300e-003
5.590000e+000,4.316856e-002,-7.722461e-003,1.930615e-003
5.600000e+000,4.309681e-002,-7.695860e-003,1.923965e-003
5.610000e+000,4.302530e-002,-7.669394e-003,1.917348e-003
5.620000e+000,4.295401e-002,-7.643063e-003,1.910766e-003
5.630000e+000,4.288295e-002,-7.616866e-003,1.904216e-003
5.640000e+000,4.281212e-002,-7.590801e-003,1.897700e-003
5.650000e+000,4.274151e-002,-7.564869e-003,1.891217e-003
5.660000e+000,4.267112e-002,-7.539067e-003,1.884767e-003
5.670000e+000,4.260096e-002,-7.513396e-003,1.878349e-003
5.680000e+000,4.253101e-002,-7.487855e-003,1.871964e-003
5.690000e+000,4.246129e-002,-7.462442e-003,1.865610e-003
5.700000e+000,4.239179e-002,-7.437156e-003,1.859289e-003
5.710000e+000,4.232250e-002,-7.411997e-003,1.852999e-003
5.720000e+000,4.225344e-002,-7.386965e-003,1.846741e-003
5.730000e+000,4.218459e-002,-7.362057e-003,1.840514e-003
5.740000e+000,4.211595e-002,-7.337274e-003,1.834318e-003
5.750000e+000,4.204753e-002,-7.312614e-003,1.828154e-003
5.760000e+000,4.197933e-002,-7.288077e-003,1.822019e-003
5.770000e+000,4.191133e-002,-7.263662e-003,1.815915e-003
5.780000e+000,4.184355e-002,-7.239368e-003,1.809842e-003
5.790000e+000,4.177598e-002,-7.215195e-003,1.803799e-003
5.800000e+000,4.170861e-002,-7.191141e-003,1.797785e-003
5.810000e+000,4.164146e-002,-7.167205e-003,1.791801e-003
5.820000e+000,4.157452e-002,-7.143388e-003,1.785847e-003
5.830000e+000,4.150778e-002,-7.119688e-003,1.779922e-003
5.840000e+000,4.144125e-002,-7.096104e-003,1.774026e-003
5.850000e+000,4.137492e-002,-7.072636e-003,1.768159e-003
5.860000e+000,4.130880e-002,-7.049283e-003,1.762321e-003
5.870000e+000,4.124288e-002,-7.026044e-003,1.756511e-003
5.880000e+000,4.117716e-002,-7.002919e-003,1.750730e-003
5.890000e+000,4.111165e-002,-6.979906e-003,1.744977e-003
5.900000e+000,4.104633e-002,-6.957006e-003,1.739251e-003
5.910000e+000,4.098122e-002,-6.934216e-003,1.733554e-003
5.920000e+000,4.091630e-002,-6.911538e-003,1.727884e-003
5.930000e+000,4.085159e-002,-6.888969e-003,1.722242e-003
5.940000e+000,4.078707e-002,-6.866510e-003,1.716627e-003
5.950000e+000,4.072274e-002,-6.844159e-003,1.711040e-003
5.960000e+000,4.065861e-002,-6.821915e-003,1.705479e-003
5.970000e+000,4.059468e-002,-6.799779e-003,1.699945e-003
5.980000e+000,4.053094e-002,-6.777749e-003,1.694437e-003
5.990000e+000,4.046740e-002,-6.755826e-003,1.688956e-003
6.000000e+000,4.040404e-002,-6.734007e-003,1.683502e-003
6.010000e+000,4.034088e-002,-6.712292e-003,1.678073e-003
6.020000e+000,4.027790e-002,-6.690682e-003,1.672670e-003
6.030000e+000,4.021512e-002,-6.669174e-003,1.667294e-003
6.040000e+000,4.015253e-002,-6.647769e-003,1.661942e-003
6.050000e+000,4.009012e-002,-6.626466e-003,1.656617e-003
6.060000e+000,4.002790e-002,-6.605264e-003,1.651316e-003
6.070000e+000,3.996587e-002,-6.584163e-003,1.646041e-003
6.080000e+000,3.990402e-002,-6.563161e-003,1.640790e-003
6.090000e+000,3.984236e-002,-6.542259e-003,1.635565e-003
6.100000e+000,3.978088e-002,-6.521456e-003,1.630364e-003
6.110000e+000,3.971958e-002,-6.500750e-003,1.625188e-003
6.120000e+000,3.965847e-002,-6.480142e-003,1.620036e-003
6.130000e+000,3.959754e-002,-6.459631e-003,1.614908e-003
6.140000e+000,3.953679e-002,-6.439216e-003,1.609804e-003
6.150000e+000,3.947622e-002,-6.418897e-003,1.604724e-003
6.160000e+000,3.941583e-002,-6.398673e-003,1.599668e-003
6.170000e+000,3.935561e-002,-6.378544e-003,1.594636e-003
6.180000e+000,3.929558e-002,-6.358508e-003,1.589627e-003
6.190000e+000,3.923572e-002,-6.338566e-003,1.584641e-003
6.200000e+000,3.917604e-002,-6.318716e-003,1.579679e-003
6.210000e+000,3.911653e-002,-6.298959e-003,1.574740e-003
6.220000e+000,3.905720e-002,-6.279293e-003,1.569823e-003
6.230000e+000,3.899804e-002,-6.259718e-003,1.564930e-003
6.240000e+000,3.893906e-002,-6.240234e-003,1.560059e-003
6.250000e+000,3.888025e-002,-6.220840e-003,1.555210e-003
6.260000e+000,3.882161e-002,-6.201535e-003,1.550384e-003
6.270000e+000,3.876314e-002,-6.182319e-003,1.545580e-003
6.280000e+000,3.870484e-002,-6.163191e-003,1.540798e-003
6.290000e+000,3.864671e-002,-6.144152e-003,1.536038e-003
6.300000e+000,3.858875e-002,-6.125199e-003,1.531300e-003
6.310000e+000,3.853096e-002,-6.106333e-003,1.526583e-003
6.320000e+000,3.847334e-002,-6.087554e-003,1.521888e-003
6.330000e+000,3.841588e-002,-6.068860e-003,1.517215e-003
6.340000e+000,3.835859e-002,-6.050251e-003,1.512563e-003
6.350000e+000,3.830147e-002,-6.031727e-003,1.507932e-003
6.360000e+000,3.824451e-002,-6.013287e-003,1.503322e-003
6.370000e+000,3.818771e-002,-5.994931e-003,1.498733e-003
6.380000e+000,3.813108e-002,-5.976658e-003,1.494164e-003
6.390000e+000,3.807460e-002,-5.958467e-003,1.489617e-003
6.400000e+000,3.801830e-002,-5.940359e-003,1.485090e-003
6.410000e+000,3.796215e-002,-5.922332e-003,1.480583e-003
6.420000e+000,3.790616e-002,-5.904387e-003,1.476097e-003
6.430000e+000,3.785034e-002,-5.886522e-003,1.471630e-003
6.440000e+000,3.779467e-002,-5.868737e-003,1.467184e-003
6.450000e+000,3.773916e-002,-5.851033e-003,1.462758e-003
6.460000e+000,3.768381e-002,-5.833407e-003,1.458352e-003
6.470000e+000,3.762862e-002,-5.815861e-003,1.453965e-003
6.480000e+000,3.757358e-002,-5.798392e-003,1.449598e-003
6.490000e+000,3.751870e-002,-5.781002e-003,1.445250e-003
6.500000e+000,3.746398e-002,-5.763689e-003,1.440922e-003
6.510000e+000,3.740941e-002,-5.746453e-003,1.436613e-003
6.520000e+000,3.735499e-002,-5.729293e-003,1.432323e-003
6.530000e+000,3.730073e-002,-5.712210e-003,1.428052e-003
6.540000e+000,3.724662e-002,-5.695202e-003,1.423801e-003
6.550000e+000,3.719266e-002,-5.678269e-003,1.419567e-003
6.560000e+000,3.713886e-002,-5.661411e-003,1.415353e-003
6.570000e+000,3.708520e-002,-5.644628e-003,1.411157e-003
6.580000e+000,3.703170e-002,-5.627918e-003,1.406979e-003
6.590000e+000,3.697835e-002,-5.611282e-003,1.402821e-003
6.600000e+000,3.692514e-002,-5.594719e-003,1.398680e-003
6.610000e+000,3.687209e-002,-5.578228e-003,1.394557e-003
6.620000e+000,3.681918e-002,-5.561810e-003,1.390452e-003
6.630000e+000,3.676642e-002,-5.545463e-003,1.386366e-003
6.640000e+000,3.671380e-002,-5.529187e-003,1.382297e-003
6.650000e+000,3.666134e-002,-5.512983e-003,1.378246e-003
6.660000e+000,3.660902e-002,-5.496849e-003,1.374212e-003
6.670000e+000,3.655684e-002,-5.480785e-003,1.370196e-003
6.680000e+000,3.650481e-002,-5.464791e-003,1.366198e-003
6.690000e+000,3.645292e-002,-5.448867e-003,1.362217e-003
6.700000e+000,3.640117e-002,-5.433011e-003,1.358253e-003
6.710000e+000,3.634957e-002,-5.417224e-003,1.354306e-003
6.720000e+000,3.629811e-002,-5.401505e-003,1.350376e-003
6.730000e+000,3.624679e-002,-5.385853e-003,1.346463e-003
6.740000e+000,3.619562e-002,-5.370269e-003,1.342567e-003
6.750000e+000,3.614458e-002,-5.354752e-003,1.338688e-003
6.760000e+000,3.609368e-002,-5.339302e-003,1.334826e-003
6.770000e+000,3.604292e-002,-5.323918e-003,1.330979e-003
6.780000e+000,3.599230e-002,-5.308600e-003,1.327150e-003
6.790000e+000,3.594182e-002,-5.293347e-003,1.323337e-003
6.800000e+000,3.589148e-002,-5.278159e-003,1.319540e-003
6.810000e+000,3.584128e-002,-5.263036e-003,1.315759e-003
6.820000e+000,3.579121e-002,-5.247977e-003,1.311994e-003
6.830000e+000,3.574127e-002,-5.232983e-003,1.308246e-003
6.840000e+000,3.569148e-002,-5.218052e-003,1.304513e-003
6.850000e+000,3.564181e-002,-5.203184e-003,1.300796e-003
6.860000e+000,3.559228e-002,-5.188380e-003,1.297095e-003
6.870000e+000,3.554289e-002,-5.173638e-003,1.293409e-003
6.880000e+000,3.549363e-002,-5.158958e-003,1.289739e-003
6.890000e+000,3.544450e-002,-5.144340e-003,1.286085e-003
6.900000e+000,3.539551e-002,-5.129784e-003,1.282446e-003
6.910000e+000,3.534664e-002,-5.115288e-003,1.278822e-003
6.920000e+000,3.529791e-002,-5.100854e-003,1.275213e-003
6.930000e+000,3.524931e-002,-5.086480e-003,1.271620e-003
6.940000e+000,3.520084e-002,-5.072167e-003,1.268042e-003
6.950000e+000,3.515250e-002,-5.057913e-003,1.264478e-003
6.960000e+000,3.510428e-002,-5.043719e-003,1.260930e-003
6.970000e+000,3.505620e-002,-5.029584e-003,1.257396e-003
6.980000e+000,3.500825e-002,-5.015508e-003,1.253877e-003
6.990000e+000,3.496042e-002,-5.001490e-003,1.250373e-003
7.000000e+000,3.491272e-002,-4.987531e-003,1.246883e-003
7.010000e+000,3.486515e-002,-4.973630e-003,1.243407e-003
7.020000e+000,3.481770e-002,-4.959786e-003,1.239947e-003
7.030000e+000,3.477038e-002,-4.946000e-003,1.236500e-003
7.040000e+000,3.472318e-002,-4.932270e-003,1.233067e-003
7.050000e+000,3.467611e-002,-4.918597e-003,1.229649e-003
7.060000e+000,3.462916e-002,-4.904981e-003,1.226245e-003
7.070000e+000,3.458234e-002,-4.891420e-003,1.222855e-003
7.080000e+000,3.453564e-002,-4.877916e-003,1.219479e-003
7.090000e+000,3.448907e-002,-4.864466e-003,1.216117e-003
7.100000e+000,3.444261e-002,-4.851072e-003,1.212768e-003
7.110000e+000,3.439628e-002,-4.837733e-003,1.209433e-003
7.120000e+000,3.435007e-002,-4.824448e-003,1.206112e-003
7.130000e+000,3.430398e-002,-4.811217e-003,1.202804e-003
7.140000e+000,3.425801e-002,-4.798041e-003,1.199510e-003
7.150000e+000,3.421216e-002,-4.784918e-003,1.196229e-003
7.160000e+000,3.416643e-002,-4.771848e-003,1.192962e-003
7.170000e+000,3.412082e-002,-4.758832e-003,1.189708e-003
7.180000e+000,3.407533e-002,-4.745868e-003,1.186467e-003
7.190000e+000,3.402996e-002,-4.732957e-003,1.183239e-003
7.200000e+000,3.398471e-002,-4.720098e-003,1.180025e-003
7.210000e+000,3.393957e-002,-4.707291e-003,1.176823e-003
7.220000e+000,3.389455e-002,-4.694536e-003,1.173634e-003
7.230000e+000,3.384965e-002,-4.681832e-003,1.170458e-003
7.240000e+000,3.380486e-002,-4.669179e-003,1.167295e-003
7.250000e+000,3.376019e-002,-4.656577e-003,1.164144e-003
7.260000e+000,3.371563e-002,-4.644026e-003,1.161007e-003
7.270000e+000,3.367119e-002,-4.631525e-003,1.157881e-003
7.280000e+000,3.362686e-002,-4.619074e-003,1.154769e-003
7.290000e+000,3.358265e-002,-4.606673e-003,1.151668e-003
7.300000e+000,3.353855e-002,-4.594321e-003,1.148580e-003
7.310000e+000,3.349456e-002,-4.582019e-003,1.145505e-003
7.320000e+000,3.345068e-002,-4.569766e-003,1.142441e-003
7.330000e+000,3.340692e-002,-4.557561e-003,1.139390e-003
7.340000e+000,3.336327e-002,-4.545405e-003,1.136351e-003
7.350000e+000,3.331973e-002,-4.533297e-003,1.133324e-003
7.360000e+000,3.327631e-002,-4.521237e-003,1.130309e-003
7.370000e+000,3.323299e-002,-4.509225e-003,1.127306e-003
7.380000e+000,3.318978e-002,-4.497260e-003,1.124315e-003
7.390000e+000,3.314668e-002,-4.485343e-003,1.121336e-003
7.400000e+000,3.310370e-002,-4.473472e-003,1.118368e-003
7.410000e+000,3.306082e-002,-4.461649e-003,1.115412e-003
7.420000e+000,3.301805e-002,-4.449871e-003,1.112468e-003
7.430000e+000,3.297538e-002,-4.438140e-003,1.109535e-003
7.440000e+000,3.293283e-002,-4.426455e-003,1.106614e-003
7.450000e+000,3.289038e-002,-4.414816e-003,1.103704e-003
7.460000e+000,3.284804e-002,-4.403222e-003,1.100806e-003
7.470000e+000,3.280581e-002,-4.391674e-003,1.097918e-003
7.480000e+000,3.276368e-002,-4.380171e-003,1.095043e-003
7.490000e+000,3.272166e-002,-4.368712e-003,1.092178e-003
7.500000e+000,3.267974e-002,-4.357298e-003,1.089325e-003
7.510000e+000,3.263793e-002,-4.345929e-003,1.086482e-003
7.520000e+000,3.259622e-002,-4.334604e-003,1.083651e-003
7.530000e+000,3.255462e-002,-4.323322e-003,1.080831e-003
7.540000e+000,3.251312e-002,-4.312085e-003,1.078021e-003
7.550000e+000,3.247172e-002,-4.300890e-003,1.075223e-003
7.560000e+000,3.243043e-002,-4.289739e-003,1.072435e-003
7.570000e+000,3.238924e-002,-4.278631e-003,1.069658e-003
7.580000e+000,3.234815e-002,-4.267566e-003,1.066892e-003
7.590000e+000,3.230717e-002,-4.256544e-003,1.064136e-003
7.600000e+000,3.226628e-002,-4.245563e-003,1.061391e-003
7.610000e+000,3.222550e-002,-4.234625e-003,1.058656e-003
7.620000e+000,3.218482e-002,-4.223729e-003,1.055932e-003
7.630000e+000,3.214424e-002,-4.212875e-003,1.053219e-003
7.640000e+000,3.210375e-002,-4.202062e-003,1.050516e-003
7.650000e+000,3.206337e-002,-4.191290e-003,1.047823e-003
7.660000e+000,3.202309e-002,-4.180560e-003,1.045140e-003
7.670000e+000,3.198291e-002,-4.169871e-003,1.042468e-003
7.680000e+000,3.194282e-002,-4.159222e-003,1.039805e-003
7.690000e+000,3.190284e-002,-4.148613e-003,1.037153e-003
7.700000e+000,3.186295e-002,-4.138045e-003,1.034511e-003
7.710000e+000,3.182316e-002,-4.127517e-003,1.031879e-003
7.720000e+000,3.178346e-002,-4.117029e-003,1.029257e-003
7.730000e+000,3.174387e-002,-4.106581e-003,1.026645e-003
7.740000e+000,3.170437e-002,-4.096172e-003,1.024043e-003
7.750000e+000,3.166496e-002,-4.085802e-003,1.021450e-003
7.760000e+000,3.162566e-002,-4.075471e-003,1.018868e-003
7.770000e+000,3.158644e-002,-4.065179e-003,1.016295e-003
7.780000e+000,3.154733e-002,-4.054926e-003,1.013732e-003
7.790000e+000,3.150831e-002,-4.044712e-003,1.011178e-003
7.800000e+000,3.146938e-002,-4.034536e-003,1.008634e-003
7.810000e+000,3.143054e-002,-4.024398e-003,1.006099e-003
7.820000e+000,3.139181e-002,-4.014297e-003,1.003574e-003
7.830000e+000,3.135316e-002,-4.004235e-003,1.001059e-003
7.840000e+000,3.131461e-002,-3.994210e-003,9.985525e-004
7.850000e+000,3.127615e-002,-3.984222e-003,9.960556e-004
7.860000e+000,3.123778e-002,-3.974272e-003,9.935680e-004
7.870000e+000,3.119950e-002,-3.964359e-003,9.910897e-004
7.880000e+000,3.116132e-002,-3.954482e-003,9.886205e-004
7.890000e+000,3.112323e-002,-3.944642e-003,9.861606e-004
7.900000e+000,3.108523e-002,-3.934839e-003,9.837098e-004
7.910000e+000,3.104732e-002,-3.925072e-003,9.812680e-004
7.920000e+000,3.100950e-002,-3.915341e-003,9.788352e-004
7.930000e+000,3.097177e-002,-3.905646e-003,9.764115e-004
7.940000e+000,3.093413e-002,-3.895987e-003,9.739966e-004
7.950000e+000,3.089658e-002,-3.886363e-003,9.715907e-004
7.960000e+000,3.085912e-002,-3.876774e-003,9.691936e-004
7.970000e+000,3.082175e-002,-3.867221e-003,9.668053e-004
7.980000e+000,3.078447e-002,-3.857703e-003,9.644258e-004
7.990000e+000,3.074728e-002,-3.848220e-003,9.620550e-004
8.000000e+000,3.071017e-002,-3.838772e-003,9.596929e-004
8.010000e+000,3.067316e-002,-3.829358e-003,9.573394e-004
8.020000e+000,3.063623e-002,-3.819978e-003,9.549946e-004
8.030000e+000,3.059938e-002,-3.810633e-003,9.526582e-004
8.040000e+000,3.056263e-002,-3.801322e-003,9.503304e-004
8.050000e+000,3.052596e-002,-3.792044e-003,9.480111e-004
8.060000e+000,3.048937e-002,-3.782801e-003,9.457001e-004
8.070000e+000,3.045288e-002,-3.773591e-003,9.433976e-004
8.080000e+000,3.041646e-002,-3.764414e-003,9.411035e-004
8.090000e+000,3.038014e-002,-3.755271e-003,9.388176e-004
8.100000e+000,3.034390e-002,-3.746160e-003,9.365401e-004
8.110000e+000,3.030774e-002,-3.737083e-003,9.342707e-004
8.120000e+000,3.027167e-002,-3.728038e-003,9.320096e-004
8.130000e+000,3.023568e-002,-3.719026e-003,9.297565e-004
8.140000e+000,3.019978e-002,-3.710047e-003,9.275116e-004
8.150000e+000,3.016396e-002,-3.701099e-003,9.252749e-004
8.160000e+000,3.012822e-002,-3.692184e-003,9.230460e-004
8.170000e+000,3.009257e-002,-3.683301e-003,9.208253e-004
8.180000e+000,3.005700e-002,-3.674450e-003,9.186124e-004
8.190000e+000,3.002151e-002,-3.665630e-003,9.164075e-004
8.200000e+000,2.998610e-002,-3.656842e-003,9.142105e-004
8.210000e+000,2.995078e-002,-3.648085e-003,9.120213e-004
8.220000e+000,2.991554e-002,-3.639360e-003,9.098399e-004
8.230000e+000,2.988038e-002,-3.630665e-003,9.076664e-004
8.240000e+000,2.984530e-002,-3.622002e-003,9.055005e-004
8.250000e+000,2.981030e-002,-3.613369e-003,9.033424e-004
8.260000e+000,2.977538e-002,-3.604768e-003,9.011919e-004
8.270000e+000,2.974054e-002,-3.596196e-003,8.990490e-004
8.280000e+000,2.970578e-002,-3.587655e-003,8.969138e-004
8.290000e+000,2.967111e-002,-3.579144e-003,8.947861e-004
8.300000e+000,2.963651e-002,-3.570663e-003,8.926658e-004
8.310000e+000,2.960199e-002,-3.562213e-003,8.905531e-004
8.320000e+000,2.956755e-002,-3.553792e-003,8.884479e-004
8.330000e+000,2.953318e-002,-3.545400e-003,8.863501e-004
8.340000e+000,2.949890e-002,-3.537038e-003,8.842596e-004
8.350000e+000,2.946470e-002,-3.528706e-003,8.821765e-004
8.360000e+000,2.943057e-002,-3.520403e-003,8.801007e-004
8.370000e+000,2.939652e-002,-3.512129e-003,8.780322e-004
8.380000e+000,2.936255e-002,-3.503884e-003,8.759709e-004
8.390000e+000,2.932865e-002,-3.495667e-003,8.739168e-004
8.400000e+000,2.929483e-002,-3.487480e-003,8.718700e-004
8.410000e+000,2.926109e-002,-3.479321e-003,8.698303e-004
8.420000e+000,2.922742e-002,-3.471191e-003,8.677976e-004
8.430000e+000,2.919383e-002,-3.463088e-003,8.657721e-004
8.440000e+000,2.916032e-002,-3.455014e-003,8.637536e-004
8.450000e+000,2.912688e-002,-3.446968e-003,8.617421e-004
8.460000e+000,2.909352e-002,-3.438950e-003,8.597376e-004
8.470000e+000,2.906023e-002,-3.430960e-003,8.577400e-004
8.480000e+000,2.902702e-002,-3.422998e-003,8.557494e-004
8.490000e+000,2.899388e-002,-3.415063e-003,8.537657e-004
8.500000e+000,2.896082e-002,-3.407155e-003,8.517888e-004
8.510000e+000,2.892783e-002,-3.399275e-003,8.498187e-004
8.520000e+000,2.889491e-002,-3.391422e-003,8.478554e-004
8.530000e+000,2.886207e-002,-3.383596e-003,8.458989e-004
8.540000e+000,2.882930e-002,-3.375796e-003,8.439491e-004
8.550000e+000,2.879661e-002,-3.368024e-003,8.420060e-004
8.560000e+000,2.876398e-002,-3.360278e-003,8.400696e-004
8.570000e+000,2.873143e-002,-3.352559e-003,8.381398e-004
8.580000e+000,2.869895e-002,-3.344866e-003,8.362166e-004
8.590000e+000,2.866655e-002,-3.337200e-003,8.343000e-004
8.600000e+000,2.863421e-002,-3.329560e-003,8.323900e-004
